Gene Symbol,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI
EIF4A3,7.54,2.0,2.0,3.0,16.0,138.29,7.54,3.0,8.0,14.03,7.54,3.0,8.0,411.0,46.8,6.73
EIF4B,4.44,4.0,1.0,1.0,1.0,,,,,2.21,4.44,1.0,1.0,360.0,41.4,6.34
EIF4G1,3.92,17.0,3.0,3.0,5.0,0.0,3.92,3.0,3.0,2.47,2.0,2.0,2.0,1403.0,154.7,5.16
EIF4G2,6.84,5.0,3.0,3.0,8.0,33.31,6.84,3.0,4.0,3.82,6.84,3.0,4.0,907.0,102.3,7.14
EIF5,13.01,3.0,1.0,1.0,2.0,26.95,13.01,1.0,1.0,0.0,13.01,1.0,1.0,146.0,16.5,8.94
ELAVL1,26.99,4.0,5.0,6.0,20.0,240.76,26.99,6.0,10.0,11.33,26.99,6.0,10.0,326.0,36.1,9.17
ELAVL2,43.67,5.0,7.0,19.0,56.0,483.49,43.67,19.0,28.0,39.26,42.89,18.0,28.0,387.0,42.4,9.04
ELAVL3,31.61,2.0,5.0,10.0,40.0,512.8,27.25,8.0,19.0,37.25,31.61,10.0,21.0,367.0,39.5,9.28
ELAVL4,35.79,7.0,1.0,14.0,47.0,515.7,35.79,14.0,24.0,35.35,34.97,13.0,23.0,366.0,40.4,9.39
ELMO2,4.14,4.0,1.0,1.0,2.0,30.5,4.14,1.0,1.0,0.0,4.14,1.0,1.0,338.0,38.0,5.43
ELP3,2.39,6.0,1.0,1.0,2.0,35.65,2.39,1.0,1.0,0.0,2.39,1.0,1.0,418.0,48.0,8.46
EMD,11.81,2.0,2.0,2.0,7.0,0.0,11.81,2.0,3.0,0.0,11.81,2.0,4.0,254.0,29.0,5.5
EML1,5.98,13.0,4.0,4.0,8.0,67.0,5.98,4.0,4.0,5.69,5.98,4.0,4.0,803.0,88.7,7.96
ENAH,9.47,2.0,4.0,4.0,10.0,56.85,9.47,4.0,5.0,4.69,9.47,4.0,5.0,570.0,63.9,6.43
ENO1,37.1,11.0,10.0,11.0,47.0,461.3,37.1,11.0,24.0,27.56,37.1,11.0,23.0,434.0,47.1,7.39
ENO2,39.39,11.0,8.0,10.0,33.0,375.06,39.39,10.0,16.0,16.9,39.39,10.0,17.0,391.0,42.7,5.12
EPB41,7.24,8.0,3.0,3.0,9.0,49.4,4.59,2.0,4.0,4.22,7.24,3.0,5.0,566.0,63.2,6.67
EPB41L1,5.99,9.0,3.0,3.0,8.0,64.67,5.99,3.0,4.0,7.34,5.99,3.0,4.0,701.0,78.8,7.09
EPB41L3,24.97,15.0,16.0,16.0,58.0,628.93,24.97,16.0,30.0,45.91,23.01,15.0,28.0,865.0,96.5,5.43
EPHA5,3.43,7.0,3.0,3.0,8.0,73.22,3.43,3.0,4.0,2.25,3.43,3.0,4.0,874.0,96.8,6.79
EPHB2,2.22,16.0,1.0,2.0,4.0,35.44,2.22,2.0,2.0,0.0,2.22,2.0,2.0,946.0,105.5,5.43
EPHX1,4.18,1.0,1.0,1.0,1.0,,,,,0.0,4.18,1.0,1.0,455.0,52.9,7.25
EPN1,32.0,11.0,8.0,8.0,19.0,89.75,32.0,8.0,10.0,13.9,27.82,7.0,9.0,550.0,57.5,4.88
EPN2,37.5,12.0,1.0,1.0,2.0,49.68,37.5,1.0,1.0,1.85,37.5,1.0,1.0,32.0,3.7,8.73
EPRS,2.58,1.0,3.0,3.0,6.0,44.24,2.58,3.0,3.0,3.76,2.58,3.0,3.0,1512.0,170.5,7.33
EPS15L1,12.3,6.0,3.0,3.0,7.0,106.4,12.3,3.0,3.0,3.1,12.3,3.0,4.0,447.0,49.8,5.14
ERC1,10.97,9.0,8.0,8.0,20.0,204.73,10.34,7.0,9.0,13.61,10.97,8.0,11.0,948.0,108.7,6.61
ERLIN2,7.1,7.0,2.0,2.0,6.0,68.48,7.1,2.0,3.0,3.73,7.1,2.0,3.0,338.0,37.7,5.62
ESYT1,1.18,2.0,1.0,1.0,2.0,53.65,1.18,1.0,1.0,2.06,1.18,1.0,1.0,1104.0,122.8,5.83
EWSR1,9.42,8.0,2.0,2.0,6.0,21.25,9.42,2.0,3.0,2.1,9.42,2.0,3.0,308.0,32.2,9.82
EXD2,11.4,3.0,1.0,1.0,2.0,55.98,11.4,1.0,1.0,0.0,11.4,1.0,1.0,114.0,12.4,7.61
EXOC1,1.25,2.0,1.0,1.0,2.0,40.73,1.25,1.0,1.0,0.0,1.25,1.0,1.0,879.0,100.2,6.6
EXOC2,5.74,3.0,3.0,3.0,5.0,39.97,3.57,2.0,2.0,0.0,5.74,3.0,3.0,924.0,104.0,6.9
EXOC3,1.09,3.0,1.0,1.0,2.0,34.34,1.09,1.0,1.0,0.0,1.09,1.0,1.0,641.0,73.8,7.15
EXOC4,8.71,5.0,5.0,5.0,12.0,128.52,8.71,5.0,6.0,8.71,8.71,5.0,6.0,873.0,99.0,6.52
EXOC5,5.08,2.0,2.0,2.0,4.0,35.96,5.08,2.0,2.0,2.63,5.08,2.0,2.0,708.0,81.8,6.71
EXOC6B,4.81,4.0,3.0,3.0,7.0,107.32,4.81,3.0,4.0,4.34,3.33,2.0,3.0,811.0,94.1,6.46
EXOC7,8.42,6.0,4.0,4.0,6.0,32.92,6.89,3.0,3.0,1.6,6.89,3.0,3.0,653.0,74.7,6.42
EXOC8,9.79,1.0,4.0,4.0,9.0,102.13,9.79,4.0,5.0,6.12,4.41,3.0,4.0,725.0,81.7,5.49
EZR,10.65,10.0,5.0,6.0,17.0,124.38,8.48,5.0,9.0,8.01,7.04,4.0,8.0,554.0,65.5,5.91
FABP5P3,26.73,3.0,1.0,1.0,2.0,30.62,26.73,1.0,1.0,2.5,26.73,1.0,1.0,101.0,11.3,7.8
FABP7,37.12,2.0,3.0,3.0,10.0,96.76,37.12,3.0,6.0,4.64,37.12,3.0,4.0,132.0,14.9,5.59
FAM110B,4.05,1.0,1.0,1.0,2.0,30.18,4.05,1.0,1.0,1.62,4.05,1.0,1.0,370.0,40.7,9.39
FAM120C,4.62,3.0,1.0,1.0,2.0,38.35,4.62,1.0,1.0,0.0,4.62,1.0,1.0,238.0,25.5,9.86
FAM126A,4.06,3.0,1.0,1.0,2.0,39.51,4.06,1.0,1.0,2.06,4.06,1.0,1.0,419.0,46.9,7.25
FAM131B,8.05,4.0,2.0,2.0,6.0,108.94,8.05,2.0,3.0,5.83,8.05,2.0,3.0,348.0,37.3,4.51
FAM134A,12.32,2.0,1.0,1.0,2.0,22.77,12.32,1.0,1.0,0.0,12.32,1.0,1.0,203.0,21.6,3.87
FAM134C,18.75,6.0,1.0,1.0,4.0,28.13,18.75,1.0,2.0,3.93,18.75,1.0,2.0,80.0,8.7,5.31
FAM171A1,3.71,1.0,1.0,2.0,4.0,20.38,3.71,2.0,2.0,2.73,3.71,2.0,2.0,890.0,97.8,6.58
FAM171A2,18.52,1.0,10.0,11.0,25.0,171.52,17.43,10.0,14.0,19.17,12.23,7.0,11.0,826.0,87.4,8.05
FAM213A,8.26,2.0,1.0,1.0,2.0,28.51,8.26,1.0,1.0,0.0,8.26,1.0,1.0,218.0,24.4,9.01
FAM222B,3.74,1.0,1.0,1.0,1.0,,,,,0.0,3.74,1.0,1.0,562.0,59.6,9.23
FAM49A,9.91,3.0,2.0,2.0,6.0,73.0,9.91,2.0,3.0,0.0,9.91,2.0,3.0,323.0,37.3,6.01
FAM49B,10.11,2.0,1.0,1.0,2.0,26.35,10.11,1.0,1.0,0.0,10.11,1.0,1.0,178.0,20.2,7.8
FARP1,17.89,8.0,14.0,14.0,46.0,337.64,17.89,14.0,25.0,19.55,14.93,12.0,21.0,1045.0,118.6,8.15
FARSA,5.87,5.0,2.0,2.0,8.0,50.87,5.87,2.0,4.0,1.62,5.87,2.0,4.0,477.0,54.1,7.8
FARSB,15.11,2.0,7.0,7.0,15.0,68.42,13.24,6.0,7.0,5.32,15.11,7.0,8.0,589.0,66.1,6.84
FASN,25.21,2.0,46.0,46.0,142.0,1157.19,23.86,43.0,71.0,99.81,23.42,40.0,71.0,2511.0,273.3,6.44
FAT3,1.91,4.0,1.0,1.0,2.0,,,,,3.87,1.91,1.0,2.0,892.0,97.7,5.31
FAT4,0.98,3.0,3.0,3.0,6.0,42.42,0.98,3.0,3.0,0.0,0.98,3.0,3.0,4980.0,542.3,4.94
FAU,25.68,5.0,1.0,1.0,1.0,,,,,0.0,25.68,1.0,1.0,74.0,7.8,4.35
FBL,18.86,10.0,3.0,3.0,7.0,75.1,13.16,2.0,3.0,4.4,18.86,3.0,4.0,228.0,24.5,10.11
FBLN1,2.93,2.0,1.0,1.0,2.0,,,,,0.0,2.93,1.0,2.0,683.0,74.4,5.24
FBXO31,14.39,1.0,1.0,1.0,1.0,,,,,0.0,14.39,1.0,1.0,139.0,14.4,8.56
FBXO41,13.6,2.0,9.0,9.0,23.0,145.73,13.6,9.0,11.0,11.95,13.6,9.0,12.0,875.0,94.4,8.24
FDFT1,3.92,6.0,1.0,1.0,1.0,,,,,0.0,3.92,1.0,1.0,306.0,35.1,5.85
FDPS,5.1,2.0,1.0,1.0,1.0,,,,,0.0,5.1,1.0,1.0,353.0,40.5,5.17
FHL1,5.36,3.0,1.0,1.0,1.0,,,,,0.0,5.36,1.0,1.0,280.0,31.9,8.32
FLII,2.47,3.0,2.0,2.0,4.0,36.68,2.47,2.0,2.0,1.64,2.47,2.0,2.0,1214.0,138.4,6.07
FLJ22184,11.14,3.0,10.0,10.0,31.0,383.68,11.14,10.0,15.0,32.54,10.4,9.0,16.0,1346.0,132.7,10.48
FLNA,6.79,4.0,10.0,10.0,29.0,327.53,6.79,10.0,15.0,17.29,6.29,9.0,14.0,2607.0,276.4,6.05
FLOT1,55.74,19.0,21.0,21.0,77.0,534.4,51.29,19.0,37.0,38.23,55.74,21.0,40.0,427.0,47.3,7.49
FLOT2,43.22,4.0,16.0,16.0,59.0,461.96,43.22,16.0,30.0,52.39,40.65,15.0,29.0,428.0,47.1,5.31
FMNL2,14.55,12.0,14.0,14.0,31.0,281.37,12.62,12.0,15.0,22.64,13.54,13.0,16.0,1086.0,123.2,7.4
FMR1,4.47,14.0,2.0,3.0,6.0,44.63,4.47,3.0,3.0,0.0,4.47,3.0,3.0,582.0,65.8,7.62
FN1,16.61,20.0,25.0,25.0,62.0,556.56,16.61,25.0,31.0,40.49,15.92,24.0,31.0,2330.0,256.3,5.8
FNBP1L,1.65,6.0,1.0,1.0,1.0,26.31,1.65,1.0,1.0,,,,,547.0,63.5,6.19
FSCN1,23.09,5.0,8.0,8.0,35.0,344.16,23.09,8.0,18.0,34.87,23.09,8.0,17.0,472.0,52.2,7.44
FSD1L,4.82,6.0,1.0,1.0,4.0,55.13,4.82,1.0,2.0,2.26,4.82,1.0,2.0,311.0,34.6,8.59
FTH1,21.24,4.0,2.0,2.0,6.0,76.83,21.24,2.0,3.0,0.0,21.24,2.0,3.0,113.0,12.9,5.3
FUBP1,4.04,5.0,2.0,2.0,3.0,,,,,2.46,4.04,2.0,3.0,644.0,67.5,7.61
FUBP3,2.45,1.0,1.0,1.0,1.0,,,,,0.0,2.45,1.0,1.0,572.0,61.6,8.38
FUS,10.48,6.0,3.0,3.0,7.0,37.66,7.24,2.0,3.0,1.72,10.48,3.0,4.0,525.0,53.3,9.36
FXR1,9.65,8.0,2.0,5.0,9.0,119.44,9.65,5.0,5.0,4.6,8.72,4.0,4.0,539.0,60.8,6.39
FXR2,19.61,3.0,6.0,9.0,17.0,76.48,16.34,8.0,9.0,2.54,14.71,7.0,8.0,673.0,74.2,6.23
FYN,33.52,125.0,8.0,15.0,59.0,464.23,31.28,14.0,30.0,37.5,29.05,13.0,29.0,537.0,60.7,6.67
FZD3,3.3,1.0,1.0,1.0,2.0,0.0,3.3,1.0,1.0,0.0,3.3,1.0,1.0,666.0,76.2,7.74
G3BP1,6.08,2.0,1.0,1.0,1.0,,,,,0.0,6.08,1.0,1.0,148.0,17.0,9.0
G3BP2,12.69,10.0,4.0,4.0,10.0,97.05,12.69,4.0,6.0,4.45,10.47,3.0,4.0,449.0,50.8,5.38
GABARAPL2,14.77,2.0,2.0,2.0,5.0,32.75,14.77,2.0,3.0,0.0,14.77,2.0,2.0,88.0,10.4,9.7
GABBR1,3.98,10.0,2.0,2.0,4.0,22.83,3.98,2.0,2.0,1.78,3.98,2.0,2.0,578.0,65.0,7.75
GABBR2,1.49,1.0,1.0,1.0,2.0,47.83,1.49,1.0,1.0,0.0,1.49,1.0,1.0,941.0,105.8,8.66
GABRA3,3.46,1.0,1.0,1.0,2.0,41.74,3.46,1.0,1.0,1.88,3.46,1.0,1.0,492.0,55.1,8.66
GAK,4.38,7.0,4.0,4.0,6.0,75.55,3.33,3.0,3.0,2.6,3.57,3.0,3.0,1232.0,134.4,5.8
GANAB,8.5,6.0,6.0,6.0,16.0,61.97,7.44,5.0,8.0,9.78,8.5,6.0,8.0,847.0,96.2,5.72
GAP43,89.5,3.0,22.0,22.0,184.0,2060.02,88.24,21.0,94.0,225.14,86.97,21.0,90.0,238.0,24.8,4.72
GAPDH,50.45,3.0,13.0,13.0,60.0,846.6,50.45,12.0,30.0,57.78,48.66,12.0,30.0,335.0,36.0,8.46
GAPVD1,3.62,12.0,1.0,1.0,2.0,38.84,3.62,1.0,1.0,0.0,3.62,1.0,1.0,497.0,56.4,6.92
GART,3.38,2.0,1.0,1.0,1.0,29.72,3.38,1.0,1.0,,,,,562.0,60.2,6.76
GATAD2B,4.22,1.0,1.0,1.0,2.0,20.14,4.22,1.0,1.0,2.19,4.22,1.0,1.0,593.0,65.2,9.7
GBF1,1.61,2.0,1.0,2.0,7.0,77.61,1.61,2.0,4.0,1.9,0.32,1.0,3.0,1859.0,206.3,5.73
GCN1L1,0.6,1.0,1.0,1.0,1.0,,,,,0.0,0.6,1.0,1.0,2671.0,292.6,7.47
GDAP1,5.17,2.0,1.0,1.0,2.0,,,,,1.82,5.17,1.0,2.0,290.0,33.5,8.98
GDAP1L1,11.11,5.0,2.0,2.0,3.0,22.56,6.6,1.0,1.0,0.0,11.11,2.0,2.0,288.0,32.9,6.29
GDI1,36.69,4.0,7.0,13.0,61.0,522.95,32.44,12.0,30.0,43.59,36.69,13.0,31.0,447.0,50.6,5.14
GDI2,29.21,7.0,4.0,10.0,43.0,420.91,23.82,9.0,22.0,30.17,29.21,10.0,21.0,445.0,50.6,6.47
GFAP,44.32,9.0,17.0,17.0,69.0,611.03,44.32,17.0,34.0,66.22,44.32,17.0,35.0,431.0,49.5,6.13
GFRA2,11.32,3.0,2.0,2.0,5.0,55.47,11.32,2.0,3.0,2.78,6.42,1.0,2.0,265.0,30.3,8.02
GIT1,11.7,22.0,7.0,7.0,17.0,203.24,11.7,7.0,9.0,10.74,10.64,6.0,8.0,761.0,84.3,6.8
GLB1,7.57,5.0,1.0,1.0,2.0,56.52,7.57,1.0,1.0,2.16,7.57,1.0,1.0,185.0,20.6,6.07
GLIPR2,20.31,2.0,2.0,2.0,6.0,140.26,20.31,2.0,3.0,6.38,20.31,2.0,3.0,128.0,14.2,9.51
GLUD1,2.59,3.0,1.0,1.0,2.0,45.9,2.59,1.0,1.0,0.0,2.59,1.0,1.0,425.0,46.5,7.08
GLYR1,6.57,6.0,2.0,2.0,5.0,63.08,6.57,2.0,3.0,5.15,3.6,1.0,2.0,472.0,51.5,8.27
GNA11,7.24,3.0,1.0,2.0,4.0,63.96,7.24,2.0,2.0,3.92,7.24,2.0,2.0,359.0,42.1,5.69
GNAI1,42.94,10.0,10.0,17.0,154.0,1654.32,42.94,17.0,81.0,142.7,42.94,16.0,73.0,354.0,40.3,5.97
GNAI2,59.15,13.0,15.0,22.0,204.0,2119.61,59.15,22.0,105.0,205.77,59.15,22.0,99.0,355.0,40.4,5.54
GNAI3,42.94,7.0,8.0,15.0,114.0,902.67,42.94,15.0,59.0,98.49,42.94,14.0,55.0,354.0,40.5,5.69
GNAL,20.47,7.0,1.0,7.0,48.0,372.68,20.21,6.0,23.0,32.65,20.47,7.0,25.0,381.0,44.3,6.65
GNAO1,50.0,8.0,16.0,20.0,304.0,3004.77,49.15,19.0,157.0,268.85,50.0,20.0,147.0,354.0,40.1,5.9
GNAQ,24.51,3.0,6.0,7.0,20.0,169.63,24.51,7.0,10.0,11.33,24.51,7.0,10.0,359.0,42.1,5.68
GNAS,39.09,13.0,10.0,16.0,100.0,664.17,38.83,15.0,49.0,71.97,39.09,16.0,51.0,394.0,45.6,5.82
GNAZ,40.28,1.0,13.0,13.0,66.0,657.6,40.28,13.0,32.0,60.28,40.28,13.0,34.0,355.0,40.9,7.61
GNB1,67.35,9.0,9.0,15.0,162.0,2097.83,67.35,15.0,78.0,178.81,67.35,15.0,84.0,340.0,37.4,6.0
GNB2,43.82,11.0,5.0,11.0,129.0,1437.65,43.82,11.0,64.0,114.1,43.82,11.0,65.0,340.0,37.3,6.0
GNB2L1,12.32,13.0,1.0,1.0,2.0,30.4,12.32,1.0,1.0,0.0,12.32,1.0,1.0,138.0,15.2,7.31
GNB4,34.71,8.0,3.0,7.0,44.0,440.3,34.71,7.0,22.0,32.55,34.71,7.0,22.0,340.0,37.5,6.0
GNB5,18.45,4.0,1.0,1.0,2.0,26.33,18.45,1.0,1.0,0.0,18.45,1.0,1.0,103.0,11.0,5.34
GOLGA3,1.94,3.0,2.0,2.0,3.0,29.98,1.08,1.0,1.0,1.84,1.94,2.0,2.0,1390.0,155.6,5.4
GOT1,5.36,2.0,1.0,1.0,2.0,0.0,5.36,1.0,1.0,0.0,5.36,1.0,1.0,392.0,44.1,8.07
GOT2,12.56,2.0,3.0,3.0,6.0,78.3,12.56,3.0,3.0,2.18,12.56,3.0,3.0,430.0,47.5,9.01
GPC1,32.44,6.0,14.0,14.0,50.0,350.64,32.44,14.0,23.0,40.6,32.44,14.0,27.0,558.0,61.6,7.3
GPC2,29.71,1.0,14.0,14.0,53.0,541.04,29.71,14.0,27.0,32.73,26.77,13.0,26.0,579.0,62.8,8.0
GPC4,12.96,2.0,4.0,4.0,8.0,38.46,9.88,3.0,3.0,2.83,12.96,4.0,5.0,486.0,54.9,6.23
GPD2,7.57,4.0,4.0,4.0,10.0,165.7,7.57,4.0,5.0,7.57,7.57,4.0,5.0,727.0,80.8,7.69
GPHN,10.26,6.0,3.0,3.0,8.0,73.89,10.26,3.0,4.0,5.42,10.26,3.0,4.0,380.0,41.3,6.71
GPI,13.44,3.0,5.0,5.0,10.0,85.36,10.93,4.0,5.0,5.36,11.47,4.0,5.0,558.0,63.1,8.32
GPM6A,15.36,4.0,6.0,6.0,42.0,209.6,15.36,6.0,20.0,42.75,15.36,6.0,22.0,267.0,29.9,5.82
GPR56,9.09,5.0,1.0,1.0,1.0,,,,,0.0,9.09,1.0,1.0,187.0,21.1,7.5
GPRIN1,38.49,2.0,31.0,31.0,103.0,674.95,34.62,28.0,50.0,56.69,38.1,30.0,53.0,1008.0,102.3,8.06
GPRIN3,3.87,1.0,1.0,1.0,1.0,,,,,0.0,3.87,1.0,1.0,776.0,82.4,7.56
GPS1,5.94,15.0,2.0,2.0,4.0,33.74,5.94,2.0,2.0,2.06,5.94,2.0,2.0,471.0,53.3,6.74
GRIA1,2.42,7.0,1.0,1.0,2.0,27.19,2.42,1.0,1.0,0.0,2.42,1.0,1.0,826.0,92.1,7.74
GRIA2,1.64,5.0,1.0,1.0,4.0,22.9,1.64,1.0,2.0,0.0,1.64,1.0,2.0,730.0,82.1,6.51
GRIA3,2.24,2.0,1.0,1.0,2.0,43.39,2.24,1.0,1.0,0.0,2.24,1.0,1.0,894.0,101.1,8.54
GRIK1,1.72,9.0,1.0,1.0,1.0,,,,,0.0,1.72,1.0,1.0,871.0,98.8,6.84
GRIN1,1.3,4.0,1.0,1.0,1.0,,,,,0.0,1.3,1.0,1.0,922.0,103.4,8.68
GRIN2B,5.53,1.0,6.0,6.0,11.0,50.44,4.78,5.0,5.0,2.2,5.53,6.0,6.0,1484.0,166.3,6.93
GRIP1,6.03,12.0,5.0,5.0,12.0,105.39,6.03,5.0,6.0,4.85,6.03,5.0,6.0,928.0,100.3,5.82
GRIPAP1,1.51,3.0,1.0,1.0,2.0,29.34,1.51,1.0,1.0,0.0,1.51,1.0,1.0,796.0,90.8,5.11
GRM3,3.18,8.0,2.0,2.0,5.0,27.45,2.06,1.0,2.0,2.17,3.18,2.0,3.0,535.0,60.5,6.84
GSK3A,7.73,3.0,2.0,2.0,3.0,20.23,3.49,1.0,1.0,4.02,7.73,2.0,2.0,401.0,44.9,8.19
GSK3B,12.38,2.0,3.0,3.0,4.0,27.06,6.67,2.0,2.0,0.0,8.33,2.0,2.0,420.0,46.7,8.78
GSN,6.02,9.0,4.0,4.0,7.0,57.39,6.02,4.0,4.0,2.48,4.79,3.0,3.0,731.0,80.6,5.85
GSPT1,7.79,4.0,2.0,2.0,3.0,25.39,7.79,2.0,2.0,0.0,5.47,1.0,1.0,475.0,52.9,5.63
GSTP1,6.32,2.0,1.0,1.0,1.0,55.71,6.32,1.0,1.0,,,,,174.0,19.5,5.97
GTF3C3,10.14,1.0,1.0,1.0,1.0,,,,,0.0,10.14,1.0,1.0,148.0,16.6,6.77
GUCY2F,1.81,1.0,1.0,1.0,1.0,,,,,0.0,1.81,1.0,1.0,1108.0,124.8,7.27
H1F0,31.07,2.0,7.0,7.0,31.0,216.77,31.07,7.0,16.0,6.16,31.07,7.0,15.0,177.0,19.2,10.83
H1FX,18.31,1.0,5.0,5.0,11.0,87.31,18.31,5.0,7.0,3.0,17.84,3.0,4.0,213.0,22.5,10.76
H2AFY,43.36,5.0,8.0,10.0,65.0,684.26,43.36,10.0,33.0,65.19,43.36,10.0,32.0,369.0,39.2,9.83
H2AFY2,46.51,2.0,11.0,13.0,58.0,489.69,46.51,13.0,29.0,37.68,46.51,13.0,29.0,372.0,40.0,9.69
H2AFZ,23.44,8.0,1.0,3.0,17.0,137.74,23.44,3.0,8.0,17.49,23.44,3.0,9.0,128.0,13.5,10.58
H3F3B,42.42,10.0,10.0,10.0,64.0,296.93,42.42,10.0,32.0,46.29,42.42,10.0,32.0,132.0,14.9,11.3
HADHA,14.94,3.0,9.0,9.0,27.0,243.31,11.53,7.0,12.0,18.06,14.94,9.0,15.0,763.0,82.9,9.04
HADHB,8.41,7.0,3.0,3.0,8.0,84.77,8.41,3.0,4.0,6.42,8.41,3.0,4.0,452.0,48.8,9.17
HBA1,10.56,1.0,1.0,1.0,2.0,33.17,10.56,1.0,1.0,0.0,10.56,1.0,1.0,142.0,15.2,8.68
HCFC1,2.29,5.0,2.0,2.0,2.0,,,,,0.0,2.29,2.0,2.0,1966.0,201.7,7.46
HDAC1,5.69,6.0,1.0,1.0,2.0,32.64,5.69,1.0,1.0,1.73,5.69,1.0,1.0,211.0,24.5,8.31
HECTD4,4.26,8.0,10.0,10.0,24.0,158.95,4.26,10.0,13.0,12.6,3.18,8.0,11.0,4246.0,466.0,6.18
HIP1,15.24,2.0,10.0,11.0,37.0,301.47,15.24,11.0,19.0,19.05,15.24,11.0,18.0,1037.0,116.1,5.3
HIP1R,6.84,1.0,5.0,6.0,17.0,119.7,6.84,6.0,10.0,3.15,5.9,5.0,7.0,1068.0,119.3,6.67
HIST1H1A,31.16,2.0,1.0,9.0,64.0,841.9,31.16,9.0,33.0,60.59,31.16,9.0,31.0,215.0,21.8,10.99
HIST1H1B,40.71,1.0,11.0,15.0,91.0,1014.95,40.71,15.0,47.0,88.52,31.86,13.0,44.0,226.0,22.6,10.92
HIST1H1E,32.88,4.0,8.0,16.0,106.0,1298.8,32.88,16.0,53.0,97.36,32.88,16.0,53.0,219.0,21.9,11.03
HIST1H2AB,43.08,10.0,2.0,9.0,139.0,1314.31,43.08,9.0,70.0,164.61,43.08,9.0,69.0,130.0,14.1,11.05
HIST1H2AH,43.75,16.0,2.0,9.0,122.0,1222.83,43.75,9.0,61.0,158.66,43.75,9.0,61.0,128.0,13.9,10.89
HIST1H2BD,69.05,12.0,5.0,14.0,190.0,3161.18,69.05,14.0,96.0,194.0,69.05,14.0,94.0,126.0,13.9,10.32
HIST1H2BO,69.05,8.0,4.0,13.0,190.0,3127.99,69.05,12.0,95.0,182.09,69.05,13.0,95.0,126.0,13.9,10.32
HIST1H4A,51.46,1.0,5.0,5.0,18.0,159.56,41.75,4.0,9.0,11.28,51.46,5.0,9.0,103.0,11.4,11.36
HK1,31.16,11.0,25.0,25.0,97.0,929.87,31.16,25.0,48.0,71.72,31.16,25.0,49.0,905.0,101.0,6.9
HMGA1,23.36,3.0,1.0,1.0,2.0,34.46,23.36,1.0,1.0,3.67,23.36,1.0,1.0,107.0,11.7,10.32
HMGB1,18.6,5.0,3.0,3.0,8.0,37.43,18.6,3.0,4.0,2.02,18.6,3.0,4.0,215.0,24.9,5.74
HMGN2,16.67,1.0,1.0,1.0,8.0,45.09,16.67,1.0,4.0,0.0,16.67,1.0,4.0,90.0,9.4,9.99
HMGN3,19.48,2.0,1.0,1.0,1.0,,,,,0.0,19.48,1.0,1.0,77.0,8.4,10.26
HMP19,34.04,5.0,1.0,1.0,1.0,22.0,34.04,1.0,1.0,,,,,94.0,10.5,8.66
HNRNPA0,26.56,1.0,6.0,7.0,35.0,363.52,26.56,7.0,17.0,23.88,26.56,7.0,18.0,305.0,30.8,9.29
HNRNPA1,71.54,10.0,13.0,16.0,90.0,808.83,71.54,16.0,46.0,72.8,71.54,16.0,44.0,267.0,29.4,9.14
HNRNPA2B1,64.02,2.0,17.0,20.0,161.0,2046.51,64.02,20.0,82.0,135.94,64.02,20.0,79.0,353.0,37.4,8.95
HNRNPA3,30.06,3.0,9.0,10.0,56.0,552.41,28.65,9.0,30.0,38.53,25.28,9.0,26.0,356.0,37.0,8.31
HNRNPAB,17.5,7.0,5.0,6.0,18.0,193.8,17.5,6.0,9.0,11.53,17.5,6.0,9.0,280.0,30.3,7.91
HNRNPC,35.06,20.0,9.0,9.0,58.0,746.37,29.87,8.0,29.0,59.14,26.41,7.0,29.0,231.0,25.2,9.82
HNRNPD,28.76,12.0,7.0,10.0,53.0,447.24,28.76,10.0,28.0,37.06,24.84,9.0,25.0,306.0,32.8,8.16
HNRNPF,13.25,1.0,2.0,4.0,26.0,244.01,10.36,3.0,12.0,23.78,9.4,3.0,14.0,415.0,45.6,5.58
HNRNPH1,29.84,26.0,3.0,10.0,64.0,756.36,28.44,9.0,29.0,60.64,29.84,10.0,35.0,429.0,47.1,6.34
HNRNPH2,18.93,3.0,1.0,7.0,42.0,488.82,17.59,6.0,18.0,40.67,18.93,7.0,24.0,449.0,49.2,6.3
HNRNPH3,22.9,16.0,6.0,6.0,43.0,687.36,22.9,6.0,22.0,38.17,20.88,5.0,21.0,297.0,31.5,7.31
HNRNPK,50.0,6.0,19.0,19.0,124.0,1391.94,47.66,18.0,62.0,113.09,50.0,19.0,62.0,428.0,47.5,5.63
HNRNPL,43.29,8.0,13.0,14.0,70.0,522.27,43.29,14.0,35.0,56.18,42.11,13.0,35.0,589.0,64.1,8.22
HNRNPM,33.0,11.0,17.0,17.0,67.0,527.87,30.82,16.0,34.0,48.41,31.4,16.0,33.0,691.0,73.6,8.82
HNRNPR,34.91,4.0,15.0,20.0,101.0,827.87,34.91,20.0,49.0,87.93,34.91,20.0,52.0,633.0,70.9,8.13
HNRNPU,27.54,3.0,22.0,22.0,113.0,1138.91,27.54,22.0,56.0,94.28,27.42,21.0,57.0,806.0,88.9,5.78
HNRNPUL1,8.11,7.0,3.0,3.0,8.0,33.92,8.11,3.0,4.0,2.33,8.11,3.0,4.0,641.0,71.7,8.98
