Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
766,JAKMIP2,"['Golgi apparatus', 'microtubule binding', 'kinase binding']",0,0,1,1,0
767,MAP2K1,"['cytosol', 'negative regulation of cell population proliferation', 'late endosome', 'early endosome', 'endoplasmic reticulum', 'cellular senescence', 'regulation of Golgi inheritance', 'labyrinthine layer development', 'scaffold protein binding', 'thymus development', 'regulation of axon regeneration', 'positive regulation of ERK1 and ERK2 cascade', 'protein C-terminus binding', 'regulation of stress-activated MAPK cascade', 'regulation of early endosome to late endosome transport', 'thyroid gland development', 'cell motility', 'ATP binding', 'mitochondrion', 'Golgi apparatus', 'cerebellar cortex formation', 'protein serine/threonine kinase activator activity', 'activation of MAPK activity', 'positive regulation of transcription, DNA-templated', 'peptidyl-threonine phosphorylation', 'heart development', 'keratinocyte differentiation', 'trachea formation', 'cell cycle arrest', 'Bergmann glial cell differentiation', 'epithelial cell proliferation involved in lung morphogenesis', 'protein tyrosine kinase activity', 'peptidyl-tyrosine phosphorylation', 'focal adhesion', 'protein N-terminus binding', 'positive regulation of axonogenesis', 'microtubule organizing center', 'placenta blood vessel development', 'plasma membrane', 'MAP kinase kinase activity', 'nucleus', 'face development', 'chemotaxis', 'protein serine/threonine kinase activity', 'positive regulation of production of miRNAs involved in gene silencing by miRNA']",1,1,3,2,3
768,RALA,"['Ras protein signal transduction', 'GTPase activity', 'myosin binding', 'GDP binding', 'cell cycle', 'regulation of exocytosis', 'cleavage furrow', 'GTP binding', 'cytoplasmic vesicle membrane', 'membrane organization', 'ubiquitin protein ligase binding', 'interleukin-12-mediated signaling pathway', 'Edg-2 lysophosphatidic acid receptor binding', 'cell surface', 'neural tube closure', 'extracellular exosome', 'ATPase binding', 'Flemming body', 'focal adhesion', 'cell division', 'actin cytoskeleton reorganization', 'endocytic vesicle', 'chemotaxis', 'positive regulation of filopodium assembly', 'membrane raft localization']",2,1,4,1,0
769,ARF6,"['cytosol', 'negative regulation of dendrite development', 'GTPase activity', 'ruffle', 'cell cycle', 'cleavage furrow', 'GTP binding', 'positive regulation of protein secretion', 'negative regulation of protein localization to cell surface', 'presynapse', 'positive regulation of actin filament polymerization', 'Golgi apparatus', 'cell adhesion', 'filopodium membrane', 'intracellular protein transport', 'recycling endosome membrane', 'establishment of epithelial cell polarity', 'regulation of filopodium assembly', 'endocytic recycling', 'myeloid cell apoptotic process', 'protein localization to endosome', 'positive regulation of protein localization to plasma membrane', 'regulation of dendritic spine development', 'extracellular exosome', 'positive regulation of adherens junction organization', 'cortical actin cytoskeleton organization', 'Flemming body', 'glutamatergic synapse', 'hepatocyte apoptotic process', 'focal adhesion', 'cell division', 'cellular response to nerve growth factor stimulus', 'protein N-terminus binding', 'early endosome membrane', 'positive regulation of keratinocyte migration', 'ruffle assembly', 'endocytic vesicle', 'liver development', 'negative regulation of receptor-mediated endocytosis', 'synaptic vesicle endocytosis', 'regulation of presynapse assembly', 'positive regulation of protein homodimerization activity', 'cell cortex', 'maintenance of postsynaptic density structure', 'thioesterase binding', 'regulation of Rac protein signal transduction']",3,2,5,2,1
770,HAS1,"['cellular response to platelet-derived growth factor stimulus', 'negative regulation of fibroblast migration', 'estrous cycle', 'hyaluronan synthase activity', 'extracellular polysaccharide biosynthetic process', 'cytoplasm', 'extracellular matrix assembly', 'cell adhesion', 'identical protein binding', 'hyaluronan biosynthetic process', 'integral component of plasma membrane']",1,0,2,2,0
771,RPS11,"['protein binding', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'nucleoplasm', 'nucleolus', 'translational initiation', 'extracellular exosome', 'membrane', 'SRP-dependent cotranslational protein targeting to membrane', 'cytosolic small ribosomal subunit', 'structural constituent of ribosome', 'focal adhesion', 'rRNA binding', 'viral transcription']",0,0,1,3,0
772,CLASP2,"['cytosol', 'negative regulation of wound healing, spreading of epidermal cells', 'negative regulation of focal adhesion assembly', 'positive regulation of basement membrane assembly involved in embryonic body morphogenesis', 'exit from mitosis', 'positive regulation of extracellular matrix disassembly', 'microtubule anchoring', 'dystroglycan binding', 'Golgi organization', 'establishment or maintenance of cell polarity', 'regulation of gastrulation', 'regulation of epithelial to mesenchymal transition', 'positive regulation of epithelial cell migration', 'microtubule organizing center organization', 'negative regulation of stress fiber assembly', 'ruffle membrane', 'cytoplasmic microtubule', 'positive regulation of exocytosis', 'negative regulation of microtubule depolymerization', 'protein localization to plasma membrane', 'focal adhesion', 'microtubule nucleation', 'trans-Golgi network', 'cell division', 'mitotic spindle', 'basal cortex', 'kinetochore microtubule', 'condensed chromosome kinetochore', 'microtubule organizing center', 'vesicle targeting', 'microtubule plus-end binding', 'mitotic spindle organization']",0,1,4,2,1
773,TPR,"['negative regulation of translational initiation', 'negative regulation of RNA export from nucleus', 'cellular response to interferon-alpha', 'positive regulation of mitotic cell cycle spindle assembly checkpoint', 'nuclear periphery', 'nuclear membrane', 'positive regulation of protein import into nucleus', 'negative regulation of transcription by RNA polymerase II', 'regulation of gene silencing by miRNA', 'tRNA export from nucleus', 'cytoplasm', 'host cell', 'regulation of glycolytic process', 'positive regulation of protein export from nucleus', 'structural constituent of nuclear pore', 'viral transcription', 'protein homodimerization activity', 'tubulin binding', 'chromatin binding', 'cytoplasmic dynein complex', 'mRNA export from nucleus in response to heat stress', 'extrinsic component of membrane', 'intracellular transport of virus', 'nuclear pore nuclear basket', 'kinetochore', 'nuclear pore organization', 'dynein complex binding', 'cell division', 'response to epidermal growth factor', 'mitotic spindle', 'RNA import into nucleus', 'protein sumoylation', 'nucleoplasm', 'regulation of mitotic spindle assembly', 'positive regulation of heterochromatin assembly', 'regulation of cellular response to heat', 'mitogen-activated protein kinase binding', 'heat shock protein binding', 'mRNA binding', 'nuclear inclusion body']",1,2,2,3,0
774,MMP16,"['collagen catabolic process', 'zinc ion binding', 'enzyme activator activity', 'chondrocyte proliferation', 'positive regulation of catalytic activity', 'extracellular space', 'endochondral ossification', 'Golgi lumen', 'metalloendopeptidase activity', 'metalloaminopeptidase activity', 'craniofacial suture morphogenesis', 'embryonic cranial skeleton morphogenesis', 'integral component of plasma membrane', 'cell surface', 'extracellular matrix', 'protein processing', 'extracellular matrix disassembly']",0,0,1,3,1
775,LIMK1,"['metal ion binding', 'cytosol', 'protein heterodimerization activity', 'nuclear speck', 'negative regulation of ubiquitin-protein transferase activity', 'positive regulation of stress fiber assembly', 'protein phosphorylation', 'membrane', 'ATP binding', 'Rho protein signal transduction', 'heat shock protein binding', 'focal adhesion', 'lamellipodium', 'positive regulation of axon extension', 'protein serine/threonine kinase activity', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'neuron projection']",3,0,2,1,0
776,ALK,"['NF-kappaB-inducing kinase activity', 'identical protein binding', 'regulation of cell population proliferation', 'positive regulation of NF-kappaB transcription factor activity', 'swimming behavior', 'ATP binding', 'regulation of neuron differentiation', 'activation of MAPK activity', 'integral component of plasma membrane', 'protein autophosphorylation', 'adult behavior', 'regulation of dopamine receptor signaling pathway', 'neuron development', 'response to environmental enrichment', 'extracellular exosome', 'transmembrane receptor protein tyrosine kinase activity', 'peptidyl-tyrosine phosphorylation', 'hippocampus development', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'NIK/NF-kappaB signaling', 'receptor complex', 'regulation of apoptotic process']",3,0,0,2,1
777,MCM6,"['MCM complex', 'nuclear chromosome, telomeric region', 'nucleoplasm', 'ATP-dependent DNA helicase activity', 'ATP binding', 'DNA unwinding involved in DNA replication', 'DNA replication initiation', 'identical protein binding', 'G1/S transition of mitotic cell cycle', 'single-stranded DNA binding']",0,0,0,2,0
778,CDH22,"['protein homodimerization activity', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'integral component of membrane', 'calcium ion binding', 'cell morphogenesis', 'adherens junction organization', 'brain development', 'cytoskeletal protein binding', 'cell-cell adhesion mediated by cadherin', 'cadherin binding', 'catenin complex', 'cell surface', 'cell-cell junction assembly', 'cell-cell adherens junction', 'calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules']",1,0,5,1,2
779,PTPN11,"['receptor tyrosine kinase binding', 'cytosol', 'cellular response to mechanical stimulus', 'neurotrophin TRK receptor signaling pathway', 'epidermal growth factor receptor signaling pathway', 'homeostasis of number of cells within a tissue', 'cellular response to epidermal growth factor stimulus', 'positive regulation of insulin receptor signaling pathway', 'SH3/SH2 adaptor activity', 'T cell costimulation', 'hormone metabolic process', 'positive regulation of hormone secretion', 'glucose homeostasis', 'negative regulation of cortisol secretion', 'organ growth', 'platelet activation', 'negative regulation of growth hormone secretion', 'regulation of protein complex assembly', 'positive regulation of ERK1 and ERK2 cascade', 'interleukin-6-mediated signaling pathway', 'ephrin receptor signaling pathway', 'negative regulation of insulin secretion', 'regulation of multicellular organism growth', 'mitochondrion', 'cerebellar cortex formation', 'peptidyl-tyrosine dephosphorylation', 'positive regulation of protein kinase B signaling', 'negative regulation of cell adhesion mediated by integrin', 'activation of MAPK activity', 'D1 dopamine receptor binding', 'face morphogenesis', 'peptide hormone receptor binding', 'multicellular organismal reproductive process', 'intestinal epithelial cell migration', 'DNA damage checkpoint', 'protein-containing complex', 'insulin receptor substrate binding', 'positive regulation of interferon-beta production', 'Bergmann glial cell differentiation', 'positive regulation of glucose import', 'positive regulation of interleukin-6 production', 'phosphotyrosine residue binding', 'megakaryocyte development', 'inner ear development', 'atrioventricular canal development', 'positive regulation of tumor necrosis factor production', 'platelet formation', 'integrin-mediated signaling pathway', 'non-membrane spanning protein tyrosine phosphatase activity', 'regulation of protein export from nucleus', 'regulation of type I interferon-mediated signaling pathway', 'nucleoplasm', 'fibroblast growth factor receptor signaling pathway', 'genitalia development', 'cell adhesion molecule binding', 'axon guidance', 'positive regulation of mitotic cell cycle', 'leukocyte migration', 'triglyceride metabolic process', 'phospholipase binding', 'platelet-derived growth factor receptor signaling pathway', 'insulin receptor binding', 'microvillus organization', 'hormone-mediated signaling pathway', 'abortive mitotic cell cycle', 'protein domain specific binding']",3,1,3,4,2
780,TMCC2,"['protein binding', 'integral component of membrane', 'amyloid precursor protein metabolic process', 'endoplasmic reticulum membrane']",0,0,0,3,0
781,TAGLN3,"['nucleus', 'central nervous system development', 'negative regulation of transcription by RNA polymerase II', 'actin filament binding']",0,0,0,1,1
782,CUL1,"['cytosol', 'negative regulation of cell population proliferation', 'protein monoubiquitination', 'negative regulation of G2/M transition of mitotic cell cycle', 'T cell receptor signaling pathway', 'cellular iron ion homeostasis', 'stimulatory C-type lectin receptor signaling pathway', 'interleukin-1-mediated signaling pathway', 'animal organ morphogenesis', 'viral process', 'stress-activated MAPK cascade', 'protein polyubiquitination', 'post-translational protein modification', 'Parkin-FBXW7-Cul1 ubiquitin ligase complex', 'ubiquitin protein ligase binding', 'G1/S transition of mitotic cell cycle', 'Wnt signaling pathway', 'cell cycle arrest', 'intrinsic apoptotic signaling pathway', 'ubiquitin protein ligase activity', 'SCF complex assembly', 'nucleoplasm', 'NIK/NF-kappaB signaling', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'SCF ubiquitin ligase complex', 'Fc-epsilon receptor signaling pathway']",1,0,2,4,1
783,DDX21,"['cytosol', 'transcription by RNA polymerase II', 'miRNA binding', 'positive regulation of gene expression, epigenetic', 'identical protein binding', '7SK snRNA binding', 'positive regulation of myeloid dendritic cell cytokine production', 'double-stranded RNA binding', 'ATP binding', 'mitochondrion', 'rRNA processing', 'osteoblast differentiation', 'ATP-dependent RNA helicase activity', 'innate immune response', 'rRNA binding', 'snoRNA binding', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'nucleoplasm', 'nucleolus', 'response to exogenous dsRNA', 'membrane', 'defense response to virus']",2,0,0,3,0
784,RAB26,"['protein binding', 'Golgi membrane', 'regulated exocytosis', 'GTPase activity', 'regulation of protein catabolic process at presynapse, modulating synaptic transmission', 'intrinsic component of plasma membrane', 'anchored component of synaptic vesicle membrane', 'GTP binding', 'Rab protein signal transduction', 'regulation of exocytosis', 'Golgi to plasma membrane protein transport', 'secretory granule membrane', 'intracellular protein transport', 'GMP binding', 'exocrine system development']",2,1,0,3,1
785,ABLIM1,"['metal ion binding', 'stress fiber', 'visual perception', 'cytoskeleton organization', 'actin filament binding', 'cilium assembly', 'cytoplasm', 'lamellipodium assembly', 'lamellipodium', 'animal organ morphogenesis']",0,0,3,1,1
786,NRN1,"['extracellular region', 'nervous system development', 'anchored component of membrane', 'plasma membrane', 'synapse', 'cell junction']",0,0,1,0,1
787,TMOD3,"['striated muscle thin filament', 'positive regulation of mitotic cell cycle phase transition', 'tropomyosin binding', 'erythrocyte development', 'pointed-end actin filament capping', 'cadherin binding involved in cell-cell adhesion', 'muscle contraction', 'cell-cell adhesion', 'actin binding', 'myofibril assembly', 'cell-cell adherens junction']",0,0,3,2,1
788,ERBB3,"['apical plasma membrane', 'neuregulin receptor activity', 'positive regulation of cardiac muscle tissue development', 'protein heterodimerization activity', 'extrinsic apoptotic signaling pathway in absence of ligand', 'positive regulation of cell population proliferation', 'positive regulation of calcineurin-NFAT signaling cascade', 'positive regulation of phosphatidylinositol 3-kinase signaling', 'MAPK cascade', 'ATP binding', 'Schwann cell differentiation', 'positive regulation of protein kinase B signaling', 'positive regulation of gene expression', 'ubiquitin protein ligase binding', 'integral component of plasma membrane', 'regulation of cell motility', 'basal plasma membrane', 'protein homodimerization activity', 'extracellular space', 'transmembrane receptor protein tyrosine kinase activity', 'endocardial cushion development', 'negative regulation of secretion', 'positive regulation of protein tyrosine kinase activity', 'lateral plasma membrane', 'protein tyrosine kinase activator activity', 'wound healing', 'negative regulation of signal transduction', 'ERBB2 signaling pathway', 'neuregulin binding', 'receptor complex', 'negative regulation of neuron apoptotic process', 'cranial nerve development', 'negative regulation of cell adhesion']",2,0,1,2,1
789,KCNJ3,"['protein binding', 'voltage-gated potassium channel complex', 'membrane repolarization during ventricular cardiac muscle cell action potential', 'voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization', 'regulation of ion transmembrane transport', 'potassium ion import across plasma membrane', 'integral component of presynaptic membrane', 'response to electrical stimulus', 'regulation of heart rate by cardiac conduction', 'voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization', 'G-protein activated inward rectifier potassium channel activity', 'parallel fiber to Purkinje cell synapse', 'T-tubule', 'membrane repolarization during atrial cardiac muscle cell action potential', 'external side of plasma membrane']",1,1,0,1,0
790,GPRASP2,"['protein binding', 'cytoplasm', 'amyloid-beta binding']",0,0,0,1,0
791,SIRPA,"['heterotypic cell-cell adhesion', 'regulation of catalytic activity', 'negative regulation of JNK cascade', 'regulation of gene expression', 'SH3 domain binding', 'monocyte extravasation', 'negative regulation of macrophage inflammatory protein 1 alpha production', 'ficolin-1-rich granule membrane', 'protein phosphatase binding', 'negative regulation of phagocytosis', 'cellular response to hydrogen peroxide', 'cellular response to interferon-gamma', 'integral component of plasma membrane', 'cell surface', 'extracellular exosome', 'neutrophil degranulation', 'negative regulation of ERK1 and ERK2 cascade', 'negative regulation of interferon-beta production', 'cellular response to lipopolysaccharide', 'cellular response to interleukin-12', 'negative regulation of cytokine production involved in inflammatory response', 'cellular response to interleukin-1', 'protein antigen binding', 'positive regulation of T cell activation', 'protein tyrosine kinase binding', 'negative regulation of interleukin-6 production', 'tertiary granule membrane', 'regulation of interferon-gamma production', 'negative regulation of I-kappaB phosphorylation', 'regulation of interleukin-1 beta production', 'negative regulation of tumor necrosis factor production', 'negative regulation of nitric oxide biosynthetic process', 'protein binding involved in heterotypic cell-cell adhesion', 'GTPase regulator activity', 'positive regulation of phagocytosis', 'negative regulation of chemokine (C-C motif) ligand 5 production']",2,0,1,2,0
792,TMEM132A,"['Golgi membrane', 'endoplasmic reticulum lumen', 'extracellular exosome', 'integral component of membrane', 'endoplasmic reticulum membrane', 'post-translational protein modification', 'molecular_function']",0,0,0,0,0
793,KIFC2,"['ATPase activity', 'microtubule binding', 'microtubule motor activity', 'microtubule-based movement', 'microtubule', 'cytoplasm', 'ATP binding', 'kinesin complex']",0,0,1,1,0
794,PRMT1,"['cytosol', 'S-adenosyl-L-methionine binding', 'regulation of transcription, DNA-templated', 'histone methyltransferase activity (H4-R3 specific)', 'negative regulation of megakaryocyte differentiation', 'identical protein binding', 'neuron projection development', 'DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest', 'mitogen-activated protein kinase p38 binding', 'positive regulation of cell population proliferation', 'positive regulation of p38MAPK cascade', 'methyl-CpG binding', 'in utero embryonic development', 'peptidyl-arginine methylation, to asymmetrical-dimethyl arginine', 'protein-arginine omega-N monomethyltransferase activity', 'cell surface receptor signaling pathway', 'positive regulation of hemoglobin biosynthetic process', 'methylosome', 'histone H4-R3 methylation', 'RNA binding', 'positive regulation of erythrocyte differentiation', 'nucleoplasm', 'protein-arginine omega-N asymmetric methyltransferase activity', 'protein homooligomerization']",3,0,0,3,1
795,LRRC59,"['nuclear envelope', 'integral component of membrane', 'endoplasmic reticulum membrane', 'mitochondrial nucleoid', 'cadherin binding', 'RNA binding']",0,0,0,2,0
796,TP53BP2,"['cytosol', 'positive regulation of neuron death', 'nucleoplasm', 'negative regulation of cell cycle', 'p53 binding', 'SH3/SH2 adaptor activity', 'mitochondrion', 'SH3 domain binding', 'identical protein binding', 'perinuclear region of cytoplasm', 'NF-kappaB binding', 'cell junction', 'positive regulation of execution phase of apoptosis', 'regulation of signal transduction by p53 class mediator', 'intrinsic apoptotic signaling pathway by p53 class mediator', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway']",2,0,1,2,0
797,ATP2B4,"['sodium channel regulator activity', 'nitric-oxide synthase inhibitor activity', 'Z disc', 'flagellated sperm motility', 'negative regulation of nitric-oxide synthase activity', 'urinary bladder smooth muscle contraction', 'regulation of sodium ion transmembrane transport', 'cellular response to epinephrine stimulus', 'scaffold protein binding', 'protein kinase binding', 'nitric-oxide synthase binding', 'negative regulation of nitric oxide mediated signal transduction', 'caveola', 'regulation of cell cycle G1/S phase transition', 'negative regulation of peptidyl-cysteine S-nitrosylation', 'ATP binding', 'positive regulation of peptidyl-serine phosphorylation', 'negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process', 'calcium ion import across plasma membrane', 'basolateral plasma membrane', 'T-tubule', 'neural retina development', 'response to hydrostatic pressure', 'PDZ domain binding', 'metal ion binding', 'protein-containing complex', 'ATPase-coupled calcium transmembrane transporter activity', 'negative regulation of citrulline biosynthetic process', 'negative regulation of calcineurin-NFAT signaling cascade', 'sperm principal piece', 'calmodulin binding', 'negative regulation of the force of heart contraction', 'integral component of presynaptic active zone membrane', 'ATP hydrolysis coupled cation transmembrane transport', 'negative regulation of arginine catabolic process', 'cellular response to acetylcholine', 'glutamatergic synapse', 'calcium ion export', 'hippocampus development', 'positive regulation of cAMP-dependent protein kinase activity', 'spermatogenesis', 'regulation of cardiac conduction', 'negative regulation of cardiac muscle hypertrophy in response to stress', 'negative regulation of nitric oxide biosynthetic process', 'regulation of transcription by RNA polymerase II', 'protein phosphatase 2B binding', 'neuron projection']",5,2,0,3,2
798,CACNA1I,"['protein binding', 'signal transduction', 'low voltage-gated calcium channel activity', 'calcium ion import', 'voltage-gated calcium channel complex', 'regulation of ion transmembrane transport', 'flagellated sperm motility', 'membrane depolarization during action potential', 'positive regulation of calcium ion-dependent exocytosis', 'calcium ion transmembrane transport', 'neuronal action potential', 'sleep']",3,1,0,1,0
799,CLN3,"['amyloid precursor protein catabolic process', 'late endosome', 'globoside metabolic process', 'early endosome', 'synaptic vesicle', 'integral component of endoplasmic reticulum membrane', 'protein processing', 'neuromuscular process controlling balance', 'arginine transport', 'autophagosome', 'lysosomal membrane', 'Golgi membrane', 'receptor-mediated endocytosis', 'membrane organization', 'caveola', 'vesicle transport along microtubule', 'associative learning', 'mitochondrion', 'negative regulation of catalytic activity', 'protein catabolic process', 'galactosylceramide metabolic process', 'action potential', 'sphingomyelin metabolic process', 'glucosylceramide metabolic process', 'neurotransmitter metabolic process', 'regulation of cytosolic calcium ion concentration', 'lysosomal lumen acidification', 'trans-Golgi network', 'lysosomal lumen pH elevation', 'Golgi stack', 'ionotropic glutamate receptor signaling pathway', 'autophagosome maturation', 'negative regulation of neuron apoptotic process', 'cellular amino acid metabolic process', 'nucleus', 'unfolded protein binding', 'negative regulation of proteolysis', 'neuron projection']",3,1,2,5,0
800,DYNC1I1,"['cytosol', 'microtubule binding', 'cytoplasmic dynein complex', 'condensed chromosome kinetochore', 'ATP-dependent microtubule motor activity, plus-end-directed', 'vesicle transport along microtubule', 'recycling endosome', 'microtubule', 'spindle pole', 'cytoplasmic ribonucleoprotein granule', 'dynein heavy chain binding', 'nucleus', 'dynein light chain binding', 'perinuclear region of cytoplasm', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'spectrin binding', 'endoplasmic reticulum to Golgi vesicle-mediated transport']",0,1,1,2,0
801,ARPC2,"['lamellipodium', 'ephrin receptor signaling pathway', 'cytosol', 'muscle cell projection membrane', 'positive regulation of lamellipodium assembly', 'actin filament binding', 'membrane organization', 'endosome', 'extracellular exosome', 'actin polymerization-dependent cell motility', 'site of double-strand break', 'neuron projection', 'nucleus', 'structural constituent of cytoskeleton', 'glutamatergic synapse', 'focal adhesion', 'Arp2/3 protein complex', 'positive regulation of substrate adhesion-dependent cell spreading', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'Arp2/3 complex-mediated actin nucleation']",1,0,4,1,0
802,SHANK1,"['cytosol', 'ionotropic glutamate receptor binding', 'regulation of AMPA receptor activity', 'SH3 domain binding', 'identical protein binding', 'scaffold protein binding', 'positive regulation of excitatory postsynaptic potential', 'long-term memory', 'neuromuscular process controlling balance', 'GKAP/Homer scaffold activity', 'positive regulation of synaptic transmission, glutamatergic', 'protein C-terminus binding', 'postsynaptic membrane', 'cytoskeletal anchoring at plasma membrane', 'associative learning', 'protein localization to synapse', 'postsynaptic density assembly', 'negative regulation of actin filament bundle assembly', 'righting reflex', 'adult behavior', 'NMDA selective glutamate receptor complex', 'long-term synaptic potentiation', 'protein-containing complex assembly', 'olfactory behavior', 'dendritic spine', 'vocalization behavior', 'synaptic growth at neuromuscular junction', 'ankyrin repeat binding', 'determination of affect', 'excitatory synapse', 'glutamatergic synapse', 'Schaffer collateral - CA1 synapse', 'positive regulation of dendritic spine development', 'postsynaptic density', 'habituation', 'somatostatin receptor binding', 'brain morphogenesis', 'synapse maturation', 'dendritic spine morphogenesis', 'cell junction', 'social behavior', 'protein-containing complex binding']",0,1,3,2,2
803,TUBB3,"['lamellipodium', 'dorsal root ganglion development', 'GTPase activity', 'dendrite', 'axon guidance', 'filopodium', 'growth cone', 'microtubule cytoskeleton organization', 'cytoplasm', 'microtubule', 'extracellular exosome', 'mitotic cell cycle', 'nucleus', 'netrin receptor binding', 'netrin-activated signaling pathway', 'structural constituent of cytoskeleton', 'GTP binding']",1,0,3,2,1
804,TSC2,"['negative regulation of cell population proliferation', 'negative regulation of protein kinase B signaling', 'perinuclear region of cytoplasm', 'protein import into nucleus', 'viral process', 'negative regulation of Wnt signaling pathway', 'negative regulation of phosphatidylinositol 3-kinase signaling', 'anoikis', 'insulin-like growth factor receptor signaling pathway', 'Golgi apparatus', 'GTPase activator activity', 'regulation of endocytosis', 'small GTPase binding', 'neural tube closure', 'lysosome', 'negative regulation of mitophagy', 'positive regulation of GTPase activity', 'heart development', 'protein homodimerization activity', 'phosphatase binding', 'positive regulation of macroautophagy', 'postsynaptic density', 'membrane', 'regulation of small GTPase mediated signal transduction', 'nucleus', 'regulation of cell cycle', 'Hsp90 protein binding', 'TSC1-TSC2 complex', 'negative regulation of protein kinase activity', 'negative regulation of insulin receptor signaling pathway', 'negative regulation of TOR signaling', 'positive chemotaxis']",2,0,0,3,1
805,CACNG7,"['neurotransmitter receptor transport, postsynaptic endosome to lysosome', 'neurotransmitter receptor internalization', 'positive regulation of synaptic transmission, glutamatergic', 'early endosome', 'AMPA glutamate receptor complex', 'positive regulation of dendrite extension', 'integral component of postsynaptic density membrane', 'calcium ion transmembrane transport', 'L-type voltage-gated calcium channel complex', 'calcium channel regulator activity', 'neuronal cell body', 'regulation of AMPA receptor activity', 'transmission of nerve impulse', 'regulation of mRNA stability', 'postsynaptic neurotransmitter receptor diffusion trapping', 'glutamatergic synapse', 'voltage-gated calcium channel activity', 'cerebellar mossy fiber', 'cardiac conduction']",2,1,0,0,0
806,EIF4A3,"['negative regulation of selenocysteine insertion sequence binding', 'nuclear speck', 'exploration behavior', 'U2-type catalytic step 1 spliceosome', 'catalytic step 2 spliceosome', 'embryonic cranial skeleton morphogenesis', ""mRNA 3'-end processing"", 'translation regulator activity', 'RNA stem-loop binding', 'associative learning', 'ATP binding', 'cellular response to selenite ion', 'rRNA processing', 'cellular response to brain-derived neurotrophic factor stimulus', 'mRNA splicing, via spliceosome', 'protein binding', 'postsynaptic cytosol', 'response to organic cyclic compound', 'dendrite', 'ATP-dependent RNA helicase activity', 'exon-exon junction complex', 'glutamatergic synapse', 'poly(A) binding', 'ribonucleoprotein complex binding', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'selenocysteine insertion sequence binding', 'mRNA export from nucleus', 'regulation of translation at postsynapse, modulating synaptic transmission', 'membrane', 'neuronal cell body', 'negative regulation of excitatory postsynaptic potential', 'negative regulation of selenocysteine incorporation', 'positive regulation of translation']",1,1,2,3,1
807,KCNIP4,"['protein binding', 'voltage-gated potassium channel complex', 'cytosol', 'regulation of potassium ion transmembrane transport', 'endoplasmic reticulum', 'calcium ion binding', 'potassium channel activity', 'voltage-gated ion channel activity', 'protein localization to plasma membrane', 'potassium channel regulator activity', 'cardiac conduction']",1,2,0,1,0
808,CACNA1G,"['low voltage-gated calcium channel activity', 'calcium ion import', 'chemical synaptic transmission', 'voltage-gated calcium channel complex', 'regulation of ion transmembrane transport', 'cardiac muscle cell action potential involved in contraction', 'regulation of atrial cardiac muscle cell membrane depolarization', 'membrane depolarization during SA node cell action potential', 'positive regulation of calcium ion-dependent exocytosis', 'cytoplasm', 'calcium ion transmembrane transport', 'regulation of heart rate by cardiac conduction', 'response to nickel cation', 'neuronal action potential', 'membrane depolarization during AV node cell action potential', 'voltage-gated calcium channel activity involved in AV node cell action potential', 'scaffold protein binding', 'voltage-gated calcium channel activity involved SA node cell action potential']",2,1,0,1,0
809,LRP2,"['apical plasma membrane', 'clathrin-coated pit', 'integral component of membrane', 'outflow tract septum morphogenesis', 'endoplasmic reticulum', 'SH3 domain binding', 'receptor-mediated endocytosis', 'lysosomal membrane', 'ventricular septum development', 'membrane organization', 'ventricular compact myocardium morphogenesis', 'calcium ion binding', 'axon', 'Golgi apparatus', 'obsolete lipoprotein transporter activity', 'positive regulation of lysosomal protein catabolic process', 'brush border membrane', 'neural tube closure', 'external side of plasma membrane', 'sensory perception of sound', 'coronary artery morphogenesis', 'dendrite', 'chaperone binding', 'extracellular exosome', 'neuron projection arborization', 'male gonad development', 'clathrin-coated vesicle membrane', 'endosome lumen', 'lipoprotein transport', 'vitamin D metabolic process', 'folate import across plasma membrane', 'metal ion transport', 'negative regulation of BMP signaling pathway', 'pulmonary artery morphogenesis', 'forebrain development', 'secondary heart field specification', 'aorta development', 'receptor complex', 'endocytic vesicle', 'drug binding', 'retinoid metabolic process', 'vagina development', 'positive regulation of oligodendrocyte progenitor proliferation']",2,1,1,4,2
