Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
98,GNB5,"['GTPase activity', 'nucleus', 'positive regulation of GTPase activity', 'presynapse', 'protein folding', 'dopamine receptor signaling pathway', 'plasma membrane', 'cytosol', 'G-protein gamma-subunit binding', 'GTPase activator activity', 'negative regulation of voltage-gated calcium channel activity', 'GTPase activator complex', 'chaperone binding']",2,0,0,1,0
99,PPP3CA,"['skeletal muscle tissue regeneration', 'positive regulation of calcineurin-NFAT signaling cascade', 'G1/S transition of mitotic cell cycle', 'nucleoplasm', 'enzyme binding', 'positive regulation of transcription by RNA polymerase II', 'Wnt signaling pathway, calcium modulating pathway', 'cellular response to glucose stimulus', 'sarcolemma', 'peptidyl-serine dephosphorylation', 'Schaffer collateral - CA1 synapse', 'mitochondrion', 'aging', 'negative regulation of dendrite morphogenesis', 'cellular response to drug', 'multicellular organismal response to stress', 'protein import into nucleus', 'brain development', 'positive regulation of DNA-binding transcription factor activity', 'skeletal muscle fiber development', 'slit diaphragm', 'negative regulation of insulin secretion', 'cytoplasmic side of plasma membrane', 'cytosol', 'glutamatergic synapse', 'Fc-epsilon receptor signaling pathway', 'response to amphetamine', 'Z disc', 'calmodulin-dependent protein phosphatase activity', 'calcineurin complex', 'excitatory postsynaptic potential', 'calcium ion transport', 'response to calcium ion', 'T cell activation', 'dendritic spine', 'negative regulation of chromatin binding', 'calcium ion binding', 'positive regulation of cell migration', 'positive regulation of cardiac muscle hypertrophy in response to stress', 'transition between fast and slow fiber', 'protein heterodimerization activity', 'positive regulation of cell adhesion', 'positive regulation of endocytosis', 'negative regulation of production of miRNAs involved in gene silencing by miRNA', 'positive regulation of connective tissue replacement', 'calmodulin binding', 'postsynaptic modulation of chemical synaptic transmission', 'cyclosporin A binding']",4,1,2,2,3
100,YWHAE,"['protein targeting', 'MAPK cascade', 'plasma membrane', 'regulation of postsynaptic membrane neurotransmitter receptor levels', 'neuron migration', 'viral process', 'mitochondrion', 'regulation of G2/M transition of mitotic cell cycle', 'identical protein binding', 'ciliary basal body-plasma membrane docking', 'positive regulation of protein export from nucleus', 'phosphoserine residue binding', 'regulation of cytosolic calcium ion concentration', 'regulation of potassium ion transmembrane transporter activity', 'cadherin binding', 'negative regulation of peptidyl-serine dephosphorylation', 'nucleus', 'focal adhesion', 'regulation of heart rate by hormone', 'regulation of heart rate by cardiac conduction', 'hippocampus development', 'cytosol', 'substantia nigra development', 'glutamatergic synapse', 'cerebral cortex development', 'scaffold protein binding', 'membrane repolarization during cardiac muscle cell action potential', 'potassium channel regulator activity', 'negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'melanosome', 'histone deacetylase binding', 'negative regulation of calcium ion export across plasma membrane', 'ion channel binding', 'MHC class II protein complex binding', 'extracellular exosome', 'negative regulation of calcium ion transmembrane transporter activity', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway', 'regulation of membrane repolarization', 'central region of growth cone', 'hippo signaling', 'protein heterodimerization activity', 'ubiquitin protein ligase binding', 'calcium channel regulator activity', 'protein localization to nucleus', 'RNA binding', 'regulation of cellular response to heat', 'protein domain specific binding', 'kinesin complex']",5,3,1,3,2
101,ADAM22,"['negative regulation of cell adhesion', 'proteolysis', 'adult locomotory behavior', 'axon', 'metalloendopeptidase activity', 'glutamatergic synapse', 'central nervous system development', 'integral component of postsynaptic density membrane', 'integrin binding', 'myelination in peripheral nervous system']",0,0,1,1,1
102,ANK2,"['positive regulation of calcium ion transmembrane transporter activity', 'response to methylmercury', 'regulation of SA node cell action potential', 'protein localization to cell surface', 'recycling endosome', 'costamere', 'postsynaptic membrane', 'structural constituent of cytoskeleton', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'membrane depolarization during SA node cell action potential', 'mitochondrion', 'membrane raft', 'T-tubule', 'atrial septum development', 'lysosome', 'spectrin binding', 'T-tubule organization', 'M band', 'regulation of heart rate by cardiac conduction', 'cytoskeleton organization', 'positive regulation of gene expression', 'cytosol', 'ATPase binding', 'protein stabilization', 'positive regulation of potassium ion transmembrane transporter activity', 'paranodal junction assembly', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'phosphorylation-dependent protein binding', 'protein transport', 'early endosome', 'protein binding, bridging', 'regulation of ventricular cardiac muscle cell membrane repolarization', 'intercalated disc', 'Z disc', 'ion channel binding', 'protein localization to endoplasmic reticulum', 'apical plasma membrane', 'ventricular cardiac muscle cell action potential', 'protein kinase binding', 'basolateral plasma membrane', 'regulation of atrial cardiac muscle cell action potential', 'positive regulation of cation channel activity', 'protein localization to T-tubule', 'protein localization to M-band', 'cytoskeleton', 'axon initial segment', 'endocytosis']",3,2,4,2,1
103,MINK1,"['dendrite', 'postsynaptic membrane', 'dendrite morphogenesis', 'positive regulation of JNK cascade', 'activation of protein kinase activity', 'actin cytoskeleton reorganization', 'cytosol', 'regulation of cell-cell adhesion', 'regulation of AMPA receptor activity', 'cell junction', 'Golgi apparatus', 'regulation of cell migration', 'chemical synaptic transmission', 'positive regulation of p38MAPK cascade', 'postsynaptic density', 'axon', 'regulation of cell-matrix adhesion', 'protein binding', 'ATP binding', 'extracellular exosome', 'protein serine/threonine kinase activity', 'protein autophosphorylation']",1,0,4,1,1
104,SYNGR3,"['SH2 domain binding', 'neuromuscular junction', 'positive regulation of transporter activity', 'synaptic vesicle membrane', 'protein N-terminus binding', 'substantia nigra development', 'integral component of membrane', 'regulated exocytosis', 'cell junction']",0,1,1,1,1
105,YWHAH,"['presynapse', 'sodium channel regulator activity', 'regulation of sodium ion transmembrane transporter activity', 'enzyme binding', 'plasma membrane', 'mitochondrion', 'negative regulation of dendrite morphogenesis', 'membrane depolarization during action potential', 'intracellular protein transport', 'cytosol', 'glucocorticoid catabolic process', 'substantia nigra development', 'glutamatergic synapse', 'protein domain specific binding', 'intercalated disc', 'ion channel binding', 'regulation of synaptic plasticity', 'glucocorticoid receptor binding', 'insulin-like growth factor receptor binding', 'extracellular exosome', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway', 'glucocorticoid receptor signaling pathway', 'actin binding', 'protein heterodimerization activity', 'identical protein binding', 'positive regulation of transcription, DNA-templated']",1,1,0,4,3
106,TNR,"['extracellular matrix organization', 'positive regulation of transmission of nerve impulse', 'axon guidance', 'negative regulation of synaptic transmission', 'neuromuscular process controlling balance', 'long-term synaptic potentiation', 'perineuronal net', 'synapse organization', 'negative regulation of axon extension involved in regeneration', 'locomotory exploration behavior', 'Schaffer collateral - CA1 synapse', 'neuron cell-cell adhesion', 'membrane raft', 'cell surface', 'glutamatergic synapse', 'telencephalon cell migration', 'negative regulation of cell-cell adhesion', 'positive regulation of synaptic transmission, glutamatergic', 'associative learning']",0,0,2,1,1
107,AGRN,"['extracellular matrix structural constituent', 'positive regulation of GTPase activity', 'synapse', 'plasma membrane', 'structural constituent of cytoskeleton', 'positive regulation of transcription by RNA polymerase II', 'heparan sulfate proteoglycan binding', 'extracellular matrix organization', 'cytoskeleton organization', 'cytosol', 'glycosaminoglycan biosynthetic process', 'positive regulation of synaptic growth at neuromuscular junction', 'laminin binding', 'G protein-coupled acetylcholine receptor signaling pathway', 'cell junction', 'clustering of voltage-gated sodium channels', 'sialic acid binding', 'retinoid metabolic process', 'basement membrane', 'calcium ion binding', 'extracellular exosome', 'dystroglycan binding', 'lysosomal lumen', 'Golgi lumen', 'positive regulation of filopodium assembly', 'receptor clustering', 'glycosaminoglycan catabolic process', 'integral component of membrane', 'chondroitin sulfate binding']",2,0,4,4,1
108,KCTD12,"['presynaptic membrane', 'protein homooligomerization', 'postsynaptic membrane', 'RNA binding', 'identical protein binding', 'cell junction']",0,0,1,1,0
109,MAP1B,"['plasma membrane', 'hippocampal mossy fiber', 'establishment of monopolar cell polarity', 'neuron migration', 'photoreceptor outer segment', 'microtubule bundle formation', 'microtubule associated complex', 'structural molecule activity', 'negative regulation of intracellular transport', 'regulation of microtubule depolymerization', 'cytosol', 'cell junction', 'dendrite development', 'apical dendrite', 'mitochondrion transport along microtubule', 'postsynaptic density', 'dendritic spine', 'microtubule', 'positive regulation of axon extension', 'basal dendrite', 'microtubule binding', 'actin binding', 'neuronal cell body']",0,1,2,2,1
110,MAP2,"['dendrite morphogenesis', 'positive regulation of anterograde synaptic vesicle transport', 'nuclear periphery', 'microtubule bundle formation', 'dendritic growth cone', 'dendritic branch', 'apical distal dendrite', 'microtubule associated complex', 'primary dendrite', 'structural molecule activity', 'dendritic shaft', 'negative regulation of microtubule polymerization', 'negative regulation of axon extension', 'nucleolus', 'cytosol', 'dendritic filopodium', 'cellular response to organic substance', 'negative regulation of microtubule motor activity', 'dendrite cytoplasm', 'negative regulation of microtubule binding', 'CA3 pyramidal cell dendrite', 'postsynaptic density', 'positive regulation of anterograde dense core granule transport', 'microtubule', 'basal dendrite', 'dystroglycan binding', 'central nervous system neuron development', 'establishment of cell polarity', 'axon hillock', 'microtubule binding', 'axon initial segment', 'tau protein binding', 'proximal dendrite', 'calmodulin binding', 'proximal neuron projection', 'regulation of cellular protein localization']",1,2,2,1,3
111,VCP,"['cellular response to arsenite ion', 'viral genome replication', 'MHC class I protein binding', 'nucleoplasm', 'regulation of aerobic respiration', 'positive regulation of canonical Wnt signaling pathway', 'positive regulation of ubiquitin-specific protease activity', 'neutrophil degranulation', 'VCP-NPL4-UFD1 AAA ATPase complex', 'identical protein binding', 'lipid binding', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'protein phosphatase binding', 'cellular response to heat', 'activation of cysteine-type endopeptidase activity involved in apoptotic process', 'perinuclear region of cytoplasm', 'ubiquitin-dependent ERAD pathway', 'positive regulation of oxidative phosphorylation', 'regulation of synapse organization', 'endoplasmic reticulum unfolded protein response', 'ATPase activity', 'cytosol', 'protein ubiquitination', 'autophagosome maturation', 'azurophil granule lumen', 'endosome to lysosome transport via multivesicular body sorting pathway', 'glutamatergic synapse', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'site of double-strand break', 'ER-associated misfolded protein catabolic process', 'BAT3 complex binding', 'retrograde protein transport, ER to cytosol', 'stress granule disassembly', 'ATPase complex', 'ADP binding', 'endoplasmic reticulum stress-induced pre-emptive quality control', 'positive regulation of Lys63-specific deubiquitinase activity', 'NADH metabolic process', 'ATP binding', 'double-strand break repair', 'positive regulation of mitochondrial membrane potential', 'cytoplasmic stress granule', 'deubiquitinase activator activity', 'protein N-linked glycosylation via asparagine', 'positive regulation of protein complex assembly', 'protein hexamerization', 'Derlin-1 retrotranslocation complex', 'K48-linked polyubiquitin modification-dependent protein binding', 'mitotic spindle disassembly', 'protein homooligomerization', 'extracellular exosome', 'protein folding', 'error-free translesion synthesis', 'transmembrane transport', 'VCP-NSFL1C complex', 'proteasome complex', 'ubiquitin protein ligase binding', 'RNA binding', 'ficolin-1-rich granule lumen', 'ubiquitin-specific protease binding', 'protein domain specific binding', 'lipid droplet', 'aggresome assembly', 'flavin adenine dinucleotide catabolic process', 'positive regulation of ATP biosynthetic process']",3,1,2,5,0
112,GRIA4,"['AMPA glutamate receptor complex', 'AMPA glutamate receptor activity', 'postsynaptic membrane', 'amyloid-beta binding', 'ionotropic glutamate receptor signaling pathway', 'neuronal cell body', 'dendritic spine', 'extracellular vesicle', 'regulation of NMDA receptor activity', 'cell junction', 'endocytic vesicle membrane']",1,0,1,1,0
113,NRXN2,"['presynapse', 'neuroligin clustering involved in postsynaptic membrane assembly', 'metal ion binding', 'plasma membrane', 'signal transduction', 'transmembrane signaling receptor activity', 'neurotransmitter secretion', 'calcium channel regulator activity', 'adult behavior', 'neuron cell-cell adhesion', 'social behavior', 'vocal learning', 'neuroligin family protein binding', 'gephyrin clustering involved in postsynaptic density assembly', 'integral component of membrane', 'postsynaptic density protein 95 clustering', 'cell adhesion molecule binding', 'vocalization behavior']",4,0,2,1,0
114,NLGN2,"['dopaminergic synapse', 'regulation of respiratory gaseous exchange by neurological system process', 'presynaptic membrane assembly', 'synaptic vesicle endocytosis', 'cell-cell junction maintenance', 'signaling receptor activity', 'neuromuscular process controlling balance', 'terminal button organization', 'glycinergic synapse', 'positive regulation of excitatory postsynaptic potential', 'positive regulation of synaptic transmission, GABAergic', 'sensory perception of pain', 'neuron cell-cell adhesion', 'cell surface', 'postsynaptic density protein 95 clustering', 'positive regulation of synaptic vesicle clustering', 'regulation of AMPA receptor activity', 'inhibitory synapse assembly', 'cell junction', 'presynaptic membrane', 'spanning component of membrane', 'locomotory exploration behavior', 'symmetric, GABA-ergic, inhibitory synapse', 'integral component of postsynaptic specialization membrane', 'cell adhesion molecule binding', 'positive regulation of inhibitory postsynaptic potential', 'neurexin family protein binding', 'gephyrin clustering involved in postsynaptic density assembly', 'positive regulation of insulin secretion', 'positive regulation of synapse assembly', 'postsynaptic membrane assembly', 'positive regulation of protein localization to synapse', 'identical protein binding', 'positive regulation of synaptic transmission, glutamatergic']",1,1,4,2,0
115,PEBP1,"['synaptic vesicle', 'negative regulation of endopeptidase activity', 'mitochondrial outer membrane', 'aging', 'response to activity', 'nucleus', 'apical part of cell', 'hippocampus development', 'positive regulation of acetylcholine metabolic process', 'regulation of the force of heart contraction', 'cytosol', 'cell surface', 'response to cAMP', 'phosphatidylethanolamine binding', 'positive regulation of cAMP-mediated signaling', 'Golgi apparatus', 'response to heat', 'axon terminus', 'ATP binding', 'signaling receptor binding', 'response to wounding', 'response to calcium ion', 'response to ethanol', 'extracellular exosome', 'response to corticosterone', 'response to oxidative stress', 'myelin sheath', 'negative regulation of MAPK cascade', 'serine-type endopeptidase inhibitor activity', 'sperm capacitation', 'RNA binding', 'neuronal cell body', 'positive regulation of mitotic nuclear division', 'mitogen-activated protein kinase binding']",3,0,0,4,1
116,VDAC1,"['synaptic vesicle', 'plasma membrane', 'behavioral fear response', 'macroautophagy', 'mitochondrial outer membrane', 'voltage-gated anion channel activity', 'viral process', 'membrane raft', 'mitochondrial calcium ion transmembrane transport', 'nucleus', 'mitochondrial permeability transition pore complex', 'apoptotic process', 'inorganic anion transport', 'ion channel binding', 'epithelial cell differentiation', 'negative regulation of reactive oxygen species metabolic process', 'extracellular exosome', 'protein kinase binding', 'neuron-neuron synaptic transmission', 'protein-containing complex binding', 'regulation of autophagy of mitochondrion', 'anion transmembrane transport', 'pyruvate metabolic process', 'porin activity', 'mitochondrial nucleoid', 'learning']",2,1,1,4,0
117,CNTN2,"['establishment of protein localization to juxtaparanode region of axon', 'positive regulation of protein processing', 'juxtaparanode region of axon', 'cerebral cortex GABAergic interneuron migration', 'adult walking behavior', 'receptor internalization', 'protein self-association', 'axonal fasciculation', 'voltage-gated potassium channel complex', 'cell surface', 'positive regulation of adenosine receptor signaling pathway', 'microtubule cytoskeleton organization', 'dendrite self-avoidance', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'regulation of astrocyte differentiation', 'anchored component of postsynaptic membrane', 'presynaptic membrane organization', 'axon guidance', 'clustering of voltage-gated potassium channels', 'regulation of axon diameter', 'carbohydrate binding', 'myelin sheath', 'regulation of neuronal synaptic plasticity', 'cell-cell adhesion mediator activity', 'negative regulation of neuron differentiation', 'neuronal cell body', 'identical protein binding', 'learning', 'central nervous system myelination', 'node of Ranvier']",1,1,4,2,0
118,SCN2A,"['memory', 'intercalated disc', 'voltage-gated sodium channel complex', 'sodium ion transmembrane transport', 'regulation of ion transmembrane transport', 'voltage-gated sodium channel activity', 'myelination', 'intrinsic apoptotic signaling pathway in response to osmotic stress', 'voltage-gated ion channel activity', 'T-tubule', 'glutamatergic synapse', 'cellular response to hypoxia', 'membrane depolarization during action potential', 'neuron apoptotic process', 'neuronal action potential', 'integral component of presynaptic membrane', 'paranode region of axon', 'node of Ranvier']",2,1,0,1,0
119,MYO5A,"['growth cone', 'exocytosis', 'odontogenesis', 'recycling endosome', 'cellular response to insulin stimulus', 'late endosome', 'membrane', 'regulation of postsynaptic cytosolic calcium ion concentration', 'photoreceptor outer segment', 'melanin biosynthetic process', 'lysosome', 'locomotion involved in locomotory behavior', 'secretory granule localization', 'vesicle transport along actin filament', 'hair follicle maturation', 'postsynapse', 'actomyosin', 'actin filament', 'ruffle', 'melanosome transport', 'synapse organization', 'disordered domain specific binding', 'myelination', 'cytosol', 'melanocyte differentiation', 'insulin-responsive compartment', 'actin filament binding', 'glutamatergic synapse', 'microtubule plus-end', 'melanosome', 'early endosome', 'Golgi apparatus', 'microfilament motor activity', 'chemical synaptic transmission', 'Rab GTPase binding', 'ATP binding', 'intermediate filament', 'post-Golgi vesicle-mediated transport', 'peroxisome', 'smooth endoplasmic reticulum', 'establishment of endoplasmic reticulum localization to postsynapse', 'calcium ion binding', 'extracellular exosome', 'regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity', 'protein localization to plasma membrane', 'unconventional myosin complex', 'RNA binding', 'visual perception', 'neuronal cell body', 'identical protein binding', 'insulin secretion', 'calmodulin binding', 'filopodium tip', 'long-chain fatty acid biosynthetic process']",2,2,2,2,2
120,STXBP1,"['regulation of synaptic vesicle priming', 'negative regulation of synaptic transmission, GABAergic', 'nucleoplasm', 'neuromuscular synaptic transmission', 'mitochondrion', 'identical protein binding', 'positive regulation of vesicle docking', 'long-term synaptic depression', 'postsynapse', 'phospholipase binding', 'perinuclear region of cytoplasm', 'regulation of synaptic vesicle fusion to presynaptic active zone membrane', 'synaptic vesicle maturation', 'positive regulation of calcium ion-dependent exocytosis', 'presynaptic active zone membrane', 'regulation of SNARE complex assembly', 'platelet aggregation', 'cytosol', 'positive regulation of glutamate secretion, neurotransmission', 'protein stabilization', 'glutamatergic synapse', 'protein transport', 'phagocytic vesicle', 'platelet alpha granule', 'negative regulation of neuron apoptotic process', 'syntaxin-1 binding', 'axon', 'response to estradiol', 'cellular response to interferon-gamma', 'positive regulation of mast cell degranulation', 'extracellular exosome', 'protein kinase binding', 'platelet degranulation', 'axon target recognition', 'protein-containing complex', 'protein localization to plasma membrane', 'protein N-terminus binding', 'developmental process involved in reproduction', 'cytoskeleton', 'RNA binding', 'presynaptic dense core vesicle exocytosis', 'protein domain specific binding', 'negative regulation of protein complex assembly', 'vesicle docking involved in exocytosis']",3,2,2,3,1
121,TUBB2B,"['GTPase activity', 'nucleus', 'modulation of chemical synaptic transmission', 'structural constituent of cytoskeleton', 'mitotic cell cycle', 'neuron migration', 'protein heterodimerization activity', 'Schaffer collateral - CA1 synapse', 'positive regulation of axon guidance', 'GTP binding', 'cytoplasm', 'microtubule', 'microtubule cytoskeleton organization']",0,0,3,2,0
122,SYT12,"['long-term synaptic potentiation', 'regulation of calcium ion-dependent exocytosis', 'regulation of dopamine secretion', 'regulation of neurotransmitter secretion', 'synaptic vesicle membrane', 'plasma membrane', 'cellular response to calcium ion', 'phosphatidylserine binding', 'clathrin binding', 'SNARE binding', 'spontaneous exocytosis of neurotransmitter', 'integral component of membrane', 'calcium-dependent phospholipid binding', 'calcium ion binding', 'cell junction']",3,0,1,1,0
123,CORO1A,"['T cell homeostasis', 'positive regulation of T cell proliferation', 'cell-cell junction', 'negative regulation of actin nucleation', 'actin monomer binding', 'early endosome to recycling endosome transport', 'immunological synapse', 'leukocyte chemotaxis', 'homeostasis of number of cells within a tissue', 'lamellipodium', 'phosphatidylinositol 3-kinase binding', 'actin filament', 'myosin heavy chain binding', 'cytosol', 'glutamatergic synapse', 'actin filament binding', 'phagolysosome assembly', 'nerve growth factor signaling pathway', 'regulation of release of sequestered calcium ion into cytosol', 'protein C-terminus binding', 'early endosome', 'negative regulation of neuron apoptotic process', 'phagocytic cup', 'protein homodimerization activity', 'axon', 'regulation of cell shape', 'negative regulation of vesicle fusion', 'cell-substrate adhesion', 'positive regulation of cell migration', 'extracellular exosome', 'protein-containing complex', 'positive chemotaxis', 'RNA binding', 'phagocytic vesicle membrane', 'cortical actin cytoskeleton', 'natural killer cell degranulation', 'cellular response to interleukin-4', 'uropod organization']",3,1,5,2,1
124,C1QBP,"['complement component C1q binding', 'translation activator activity', 'negative regulation of RIG-I signaling pathway', 'plasma membrane', 'negative regulation of interferon-gamma production', 'viral process', 'blood coagulation, intrinsic pathway', 'negative regulation of transcription by RNA polymerase II', 'kininogen binding', 'positive regulation of mitochondrial translation', 'GABA-ergic synapse', 'extracellular space', 'transcription corepressor activity', 'protein kinase C binding', 'positive regulation of dendritic cell chemotaxis', 'mature ribosome assembly', 'nucleolus', 'mRNA binding', 'cytosol', 'cell surface', 'presynaptic active zone', 'glutamatergic synapse', 'complement activation, classical pathway', 'regulation of complement activation', 'mitochondrial ribosome binding', 'positive regulation of neutrophil chemotaxis', 'transcription factor binding', 'positive regulation of apoptotic process', 'positive regulation of trophoblast cell migration', 'mitochondrial matrix', 'positive regulation of substrate adhesion-dependent cell spreading', 'phosphatidylinositol 3-kinase signaling', 'negative regulation of MDA-5 signaling pathway', 'negative regulation of interleukin-12 production', 'positive regulation of protein kinase B signaling', 'hyaluronic acid binding', 'adrenergic receptor binding', 'negative regulation of mRNA splicing, via spliceosome']",1,0,2,3,0
125,PRKAR2B,"['plasma membrane', 'membrane raft', 'regulation of G2/M transition of mitotic cell cycle', 'ciliary basal body-plasma membrane docking', 'perinuclear region of cytoplasm', 'dendritic shaft', 'negative regulation of cAMP-dependent protein kinase activity', 'ciliary base', 'cAMP-dependent protein kinase regulator activity', 'response to clozapine', 'cytosol', 'glutamatergic synapse', 'blood coagulation', 'cellular response to glucagon stimulus', 'activation of protein kinase A activity', 'cAMP-dependent protein kinase complex', 'centrosome', 'dendritic spine', 'cAMP-dependent protein kinase inhibitor activity', 'cAMP binding', 'extracellular exosome', ""3',5'-cyclic-GMP phosphodiesterase activity"", 'modulation of chemical synaptic transmission', 'fatty acid metabolic process', 'renal water homeostasis', 'ubiquitin protein ligase binding', 'protein kinase A catalytic subunit binding', 'neuronal cell body', 'protein domain specific binding', 'cGMP-mediated signaling', 'learning']",2,0,0,4,0
126,PSD3,"['postsynaptic membrane', 'ruffle membrane', 'postsynaptic density', 'regulation of ARF protein signal transduction', 'cell junction', 'ARF guanyl-nucleotide exchange factor activity']",2,0,1,0,0
127,HTT,"['dendrite', 'presynaptic cytosol', 'beta-tubulin binding', 'endoplasmic reticulum', 'positive regulation of cilium assembly', 'nucleoplasm', 'negative regulation of extrinsic apoptotic signaling pathway', 'positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity', 'vesicle transport along microtubule', 'late endosome', 'positive regulation of autophagy of mitochondrion', 'postsynaptic cytosol', 'centriole', 'protein destabilization', 'establishment of mitotic spindle orientation', 'Golgi organization', 'perinuclear region of cytoplasm', 'retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'heat shock protein binding', 'regulation of cAMP-dependent protein kinase activity', 'positive regulation of aggrephagy', 'regulation of phosphoprotein phosphatase activity', 'positive regulation of lipophagy', 'Golgi apparatus', 'p53 binding', 'inclusion body', 'dynactin binding', 'ion channel binding', 'axon', 'positive regulation of apoptotic process', 'dynein intermediate chain binding', 'autophagosome', 'kinase binding', 'protein-containing complex', 'vocal learning', 'identical protein binding', 'regulation of CAMKK-AMPK signaling cascade', 'profilin binding', 'cytoplasmic vesicle membrane']",2,1,3,3,0
128,RIMS2,"['presynaptic membrane', 'intracellular protein transport', 'metal ion binding', 'positive regulation of excitatory postsynaptic potential', 'regulation of synaptic vesicle exocytosis', 'positive regulation of inhibitory postsynaptic potential', 'ion channel binding', 'Rab GTPase binding', 'calcium ion-regulated exocytosis of neurotransmitter', 'positive regulation of gene expression', 'extracellular exosome', 'regulation of synaptic plasticity', 'cytoskeleton of presynaptic active zone', 'spontaneous neurotransmitter secretion', 'positive regulation of dendrite extension', 'insulin secretion', 'cAMP-mediated signaling', 'cell junction']",3,1,2,1,0
129,DPYSL3,"['growth cone', 'synapse', 'filamin binding', 'actin crosslink formation', 'exocytic vesicle', 'extracellular space', 'lamellipodium', 'cytosol', 'SH3 domain binding', 'cellular response to cytokine stimulus', 'negative regulation of cell migration', 'cell body', 'negative regulation of neuron projection development', 'protein homooligomerization', 'filamentous actin', 'positive regulation of neuron projection development', 'hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds', 'positive regulation of filopodium assembly', 'actin filament bundle assembly', 'response to axon injury', 'chondroitin sulfate binding']",1,0,1,1,2
